Id,nFORCE__Feature_Translation__c,nFORCE__Translation_Key__c,nFORCE__Original_Text__c,nFORCE__Translated_Text__c,proposed_spanish,tracker_id,notes
a4AAU000003Qp9b2AC,Section_Names,es:Section_Names:jieqRHRap/XZJ4Jc4KKPpg==,Risk Rating Review,,,,
a4AAU000003Qp8p2AC,Section_Names,es:Section_Names:wnOg1S0gx1oV2vmCogmuqg==,Risk Rating Reviews,,,,
a4AAU000003Qp8q2AC,Section_Names,es:Section_Names:oGMczNxPJ440FHVTsdO7dw==,Risk Ratings,,,,
a4AAU000003Qp5Q2AS,Section_Names,es:Section_Names:K1yF6xD+esq5u7ODsrzGUQ==,Row Edit,,,,
a4AAU000003QpA22AK,Section_Names,es:Section_Names:RMiYueb1ufjqC803+R/kIA==,Row Edit All Loan Facilities,,,,
a4AAU000003QpA02AK,Section_Names,es:Section_Names:rYnwRZhhDz7t50VN7Xt1JA==,Row Edit Booked,,,,
a4AAU000003Qp9x2AC,Section_Names,es:Section_Names:hiXd7G1CKayL/ZOyoBtX9g==,Row Edit Post Approval,,,,
a4AAU000003Qp5b2AC,Section_Names,es:Section_Names:uDf+hmt3Rwnz+un3a7aP0w==,Row Remove,,,,
a4AAU000003Qp8r2AC,Section_Names,es:Section_Names:RCyqw7wJoN/ztHmF2q0iVQ==,SBA Form 10,,,,
a4AAU000003Qp8s2AC,Section_Names,es:Section_Names:nSgy8OXBl1iuj81LTjvq8A==,SBA Form 1846,,,,
a4AAU000003Qp8t2AC,Section_Names,es:Section_Names:qog1slt/sethYqltRw6PMg==,SBA Form 1919,,,,
a4AAU000003Qp8u2AC,Section_Names,es:Section_Names:Tx9Y4G/3kayz9aLykIZP0Q==,SBA Form 1920,,,,
a4AAU000003Qp8v2AC,Section_Names,es:Section_Names:3x6Jo6f7JIbDsmZfRbEWOg==,SBA Form 1920Contacts,,,,
a4AAU000003Qp8w2AC,Section_Names,es:Section_Names:etjF00jYqVfhMYt6CszdHg==,SBA Form 912,,,,
a4AAU000003Qp7K2AS,Section_Names,es:Section_Names:NoSH0rd5L3SdeiUP1CseUw==,SBL Business Info,,,,
a4AAU000003Qp7L2AS,Section_Names,es:Section_Names:BLtNhuDIKrJzXiWEqVCRPQ==,SBL Business Location,,,,
a4AAU000003Qp7J2AS,Section_Names,es:Section_Names:FDXWC7R/uBk0tvVFZkOw6Q==,SBL Eligibility Business,,,,
a4AAU000003Qp7I2AS,Section_Names,es:Section_Names:wJ8zKMirgcYmtX+pVdjm9Q==,SBL Eligibility Loan,,,,
a4AAU000003Qp7F2AS,Section_Names,es:Section_Names:H5HQ7ytk8KUYy+GQbXAG5w==,SBL Personal Contact,,,,
a4AAU000003Qp7N2AS,Section_Names,es:Section_Names:0bMxB0kQ2ajBr8DRzyptDw==,SBL Personal Contact (Individual Other Involved),,,,
a4AAU000003Qp7D2AS,Section_Names,es:Section_Names:YG3JIssEWP61CuIUqYFzhw==,SBL Personal Role,,,,
a4AAU000003Qp7E2AS,Section_Names,es:Section_Names:EEsp6QGWLnGwfnXqTlSWrA==,SBL Personal SSN,,,,
a4AAU000003Qp7M2AS,Section_Names,es:Section_Names:BwzfBjsZ7I2ko/QqvYst7Q==,SBL Personal SSN (Individual Other Involved),,,,
a4AAU000003Qp662AC,Section_Names,es:Section_Names:vefqkIEBkXBnW4kyZuxKJw==,Scenario Proforma Options,,,,
a4AAU000003Qp7P2AS,Section_Names,es:Section_Names:wy2UuhSUbyc7jXbhfQwo2A==,Scenario_Card_Amount_Due,,,,
a4AAU000003Qp672AC,Section_Names,es:Section_Names:RkfSXkm3gl/z4wV2XnUtfQ==,Scenario_Card_Balance,,,,
a4AAU000003Qp692AC,Section_Names,es:Section_Names:CHhHUfgaqgODQ86xMjfsDA==,Scenario_Card_Net_Investable,,,,
a4AAU000003Qp682AC,Section_Names,es:Section_Names:EVv4oFmoIDs82+cd4wkKhw==,Scenario_Card_Reserve,,,,
a4AAU000003Qp7Q2AS,Section_Names,es:Section_Names:U65mrGWmJ5UsjyqyCNxBpQ==,Scenario_Card_Totals,,,,
a4AAU000003Qp9c2AC,Section_Names,es:Section_Names:Huldc9xEZRjuEeVrLg0p3Q==,Secondary Market,,,,
a4AAU000003Qp9j2AC,Section_Names,es:Section_Names:Dpj8n6tFMaRceJpDZnIIRw==,Secondary Market Approved,,,,
a4AAU000003QpA92AK,Section_Names,es:Section_Names:+3iksteNgk+2RMP0kogXVg==,Section - All,,,,
a4AAU000003QpA82AK,Section_Names,es:Section_Names:LUj9GPPDRwuNKBu61EaFuQ==,Section - Closing Filter,,,,
a4AAU000003QpAB2A0,Section_Names,es:Section_Names:L9sACzNfzUFiR1HC0E3Anw==,Section - Documents Filter,,,,
a4AAU000003QpAA2A0,Section_Names,es:Section_Names:QpYMjpxe1uP3jVjUijb8Aw==,Section - Origination Filter,,,,
a4AAU000003QpAG2A0,Section_Names,es:Section_Names:PVX+BWUSxazJRqKrS1PDJw==,Section - Servicing Filter,,,,
a4AAU000003Qp7B2AS,Section_Names,es:Section_Names:pL+p2xAzWmG9lLSV4BKsZA==,Secured SBL Business Info,,,,
a4AAU000003Qp7C2AS,Section_Names,es:Section_Names:2eY2opuoKBTpJjn+j5r8Dg==,Secured SBL Business Location,,,,
a4AAU000003Qp7A2AS,Section_Names,es:Section_Names:Lv/QkUJmMJ4vxKxYSkYUww==,Secured SBL Eligibility Business,,,,
a4AAU000003Qp792AC,Section_Names,es:Section_Names:KC6GlrWZE8Yopl+PlMXNwA==,Secured SBL Eligibility Loan,,,,
a4AAU000003Qp7H2AS,Section_Names,es:Section_Names:AtPVnyVXrHZIuSohXn5TSQ==,Secured SBL Personal Contact (Individual Other Involved),,,,
a4AAU000003Qp7G2AS,Section_Names,es:Section_Names:7DQtKiJiMK4727qNUfCLrQ==,Secured SBL Personal SSN (Individual Other Involved),,,,
a4AAU000003Qp8x2AC,Section_Names,es:Section_Names:yMwBeQfSCQeA6PEuGrpIAQ==,Service Requests,,,,
a4AAU000003Qp7d2AC,Section_Names,es:Section_Names:BKnbcC5gDqnSpFVk5CvQaA==,Short Term Extension Workflow View,,,,
a4AAU000003Qp8y2AC,Section_Names,es:Section_Names:YSxyyKdqMwUe+pKUsaJn+w==,Site Visits,,,,
a4AAU000003Qp8z2AC,Section_Names,es:Section_Names:kyj9p70B8sZBGs1qFysyBA==,Special Programs,,,,
a4AAU000003Qp902AC,Section_Names,es:Section_Names:M+Y/xxKg9hJNtHzy3gOf5A==,Stage History,,,,
a4AAU000003Qp5Z2AS,Section_Names,es:Section_Names:wzu0l98Em9EupQM1nv1qwQ==,Standard Fee,,,,
a4AAU000003Qp9d2AC,Section_Names,es:Section_Names:X0f8sMn6wF1xW1zcLDBgDA==,Structure Info,,,,
a4AAU000003Qp9k2AC,Section_Names,es:Section_Names:8elWquDkUAlvz1P1fKy+fw==,Structure Info Approved,,,,
a4AAU000003Qp5a2AC,Section_Names,es:Section_Names:8A3w7BhUJipRlP5uJmP53Q==,Syndication Summary,,,,
a4AAU000003Qp5E2AS,Section_Names,es:Section_Names:XTr7a0QDQKBtMGR6fV6kIw==,System Properties,,,,
a4AAU000003Qp7y2AC,Section_Names,es:Section_Names:72FVY8jo6pAsf8rDzSxCRg==,Tasks,,,,
a4AAU000003Qp602AC,Section_Names,es:Section_Names:gZZEbXKTv+sojXwh42oYhg==,Team Members,,,,
a4AAU000003Qp6a2AC,Section_Names,es:Section_Names:WL8yqXmcIcGu0LVE4fp7Sg==,Third Party Management,,,,
a4AAU000003Qp9e2AC,Section_Names,es:Section_Names:sxUvxu3vFIvWnrvIAM8HRQ==,Third Party Reports,,,,
a4AAU0000046Ysj2AE,Section_Names,es:Section_Names:fOx/xx15CAesTWaQR2Eacw==,Total Expenses conditional,,,,
a4AAU000003Qp6c2AC,Section_Names,es:Section_Names:dNTBRDOhSmEQ9REUj2nR5Q==,Total Exposure Summary,,,,
a4AAU000003Qp912AC,Section_Names,es:Section_Names:IOloou9MvcW+peNNCx5zMw==,Treasury,,,,
a4AAU000003Qp732AC,Section_Names,es:Section_Names:e23Fwc4YbD1clVTnurNXGQ==,Treasury Service Details,,,,
a4AAU000003Qp922AC,Section_Names,es:Section_Names:aScoZFkR8defLQ+pI2MkYA==,Type of Business,,,,
a4AAU000003Qp6D2AS,Section_Names,es:Section_Names:Y0HAx3nf8vpNyFJT3+9ynw==,UI Collateral Record Schedule,,,,
a4AAU000003Qp6C2AS,Section_Names,es:Section_Names:boYqAn8XBXfbPHrxAdx14g==,UI Collateral Summary,,,,
a4AAU000003Qp5j2AC,Section_Names,es:Section_Names:8kYDO2eMc8EaoX2Q3lELFA==,UI Config Builder - Add a New Conditional Screen Section,,,,
a4AAU000003Qp7n2AC,Section_Names,es:Section_Names:lWD2Dd2VTiJPw5QkwIv01g==,UI Config Builder - Add a New Route,,,,
a4AAU000003Qp7o2AC,Section_Names,es:Section_Names:BFnOrMD8iafvSQUai6i1Yg==,UI Config Builder - Add a New Route Group,,,,
a4AAU000003Qp7p2AC,Section_Names,es:Section_Names:I3eDp0QSY02EIfDYVfxqVw==,UI Config Builder - Add a New Screen,,,,
a4AAU000003Qp7q2AC,Section_Names,es:Section_Names:2njpQXBpKA/9IszQdvQqDg==,UI Config Builder - Add a New Screen Section,,,,
a4AAU000003Qp5i2AC,Section_Names,es:Section_Names:qroTr/9lE8a5GyABAF3Yqg==,UI Config Builder - Field Configuration,,,,
a4AAU000003Qp7l2AC,Section_Names,es:Section_Names:Cz55r7Y4m7PC8boA/oOglQ==,UI Config Builder - Route List,,,,
a4AAU000003Qp5h2AC,Section_Names,es:Section_Names:Y1nr2dAVaR0SuTbpQFGv0Q==,UI Config Builder - Section List,,,,
a4AAU000003Qp7m2AC,Section_Names,es:Section_Names:qxrDG1FiTpafDAQ7bag+5w==,UI Configuration,,,,
a4AAU000003Qp5c2AC,Section_Names,es:Section_Names:DD97pFZcy7fI4GR2EQByTA==,UI Configuration Builder,,,,
a4AAU000003Qp6E2AS,Section_Names,es:Section_Names:06mbYY3HDhdkApcAbDgGgA==,UI Related Pledged Collateral Schedule,,,,
a4AAU000003Qp6Y2AS,Section_Names,es:Section_Names:k38XENejEeySAxvQiRYmwA==,Underwriting_Overview,,,,
a4AAU000003Qp6N2AS,Section_Names,es:Section_Names:PhAekn/zde4N3Rbp6XPE6Q==,Universal Document Manager Bulk Update,,,,
a4AAU000003Qp6O2AS,Section_Names,es:Section_Names:7DzENHZNwy8Q5pzPpqk+Kw==,Universal Document Manager Bulk Update Summary,,,,
a4AAU000003Qp932AC,Section_Names,es:Section_Names:j+T4gGtabg/Yv0C/fnrYQg==,Use of Proceeds,,,,
a4AAU000003QpA32AK,Section_Names,es:Section_Names:7aJsc8N8+PPUxVv2Gh/Wgw==,a2FWx0000004nes,,,,
a4AAU000003QpA42AK,Section_Names,es:Section_Names:tl1kN63vonypIy5iWyu6sw==,a2FWx0000004net,,,,
a4AAU000003QpA52AK,Section_Names,es:Section_Names:/l+TsXOfWRqK9TD2Trxm5Q==,a2FWx0000004neu,,,,
a4AAU000003QpA62AK,Section_Names,es:Section_Names:QmgH/7di93wFi7Jwwz2L9A==,a2FWx0000004nev,,,,
a4AAU000003Qp5J2AS,Section_Names,es:Section_Names:TG0Z1EtmSfO+lfvnPcgJ0g==,participation records,,,,
